"We praise you, O God; we acclaim you as Lord; *","congregation","hangingIndent"
"all creation worships you, the Father everlasting.","congregation","indent"
"To you all angels, all the powers of heaven, *","congregation","hangingIndent"
"the cherubim and seraphim, sing in endless praise:","congregation","indent"
"Holy, Holy, Holy, Lord God of power and might, *","congregation","hangingIndent"
"heaven and earth are full of your glory.","congregation","indent"
"The glorious company of apostles praise you. *","congregation","hangingIndent"
"The noble fellowship of prophets praise you.","congregation","indent"
"The white-robed army of martyrs praise you. *","congregation","hangingIndent"
"Throughout the world the holy Church acclaims you:","congregation","indent"
"Father, of majesty unbounded,","congregation","indent"
"your true and only Son, worthy of all praise, *","congregation","hangingIndent"
"and the Holy Spirit, advocate and guide.","congregation","indent"
"You, Christ, are the king of glory, *","congregation","hangingIndent"
"the eternal Son of the Father.","congregation","indent"
"When you took our flesh to set us free *","congregation","hangingIndent"
"you humbly chose the Virgin’s womb.","congregation","indent"
"You overcame the sting of death *","congregation","hangingIndent"
"and opened the kingdom of heaven to all believers.","congregation","indent"
"You are seated at God’s right hand in glory. *","congregation","hangingIndent"
"We believe that you will come to be our judge.","congregation","indent"
"Come then, Lord, and help your people, *","congregation","hangingIndent"
"bought with the price of your own blood,","congregation","indent"
"and bring us with your saints *","congregation","hangingIndent"
"to glory everlasting.","congregation","hangingIndent"
"","congregation","hangingIndent"
"The following verses may be omitted","rubric",""
"","congregation","hangingIndent"
"Save your people, Lord, and bless your inheritance;*","congregation","hangingIndent"
"govern and uphold them now and always.", "congregation","indent"
"Day by day we bless you; *","congregation","hangingIndent"
"we praise your Name for ever.","congregation","indent"
"Keep us today, Lord, from all sin; *","congregation","hangingIndent"
"have mercy on us, Lord, have mercy.","congregation","indent"
"Lord, show us your love and mercy, *","congregation","hangingIndent"
"for we have put our trust in you.","congregation","indent"
"In you, Lord, is our hope; *","congregation","hangingIndent"
"let us never be put to shame.","congregation","indent"
