"O Lord, show us your love and mercy;",leader,hangingIndent,true
For we have put our trust in you.,congregation,indent,true
The Officiant says the following,rubric,hangingIndent,true
"Almighty God, you have promised to hear the petitions of those who ask in the Name of your Son: Mercifully incline your ear to us who have made our prayers and supplications to you; and grant that what we have asked faithfully, according to your will, we may obtain effectually, for the relief of our necessities and the setting forth of your glory; through Jesus Christ our Lord.",leader,"",true
Amen.,congregation,hangingIndent,true
"The Officiant may add other prayers, and may end the Litany, saying",rubric,hangingIndent,true
"The grace of our Lord Jesus Christ, and the love of God, and the fellowship of the Holy Spirit, be with us all evermore. Amen.",leader,"",true
