"Busquen al Señor mientras se deje encontrar, *","congregation","hangingIndent"
"llámenlo mientras esté cercano.","congregation","indent"
"Que abandone el malvado su camino, *","congregation","hangingIndent"
"y el perverso sus pensamientos.","congregation","indent"
"Que se vuelva al Señor, a nuestro Dios, *","congregation","hangingIndent"
"que es generoso para perdonar,","congregation","indent"
"y de él recibirá misericordia.","congregation","indent"
"«Porque mis pensamientos no son los de ustedes, *","congregation","hangingIndent"
"ni sus caminos son los míos —afirma el Señor—.","congregation","indent"
"Mis caminos y mis pensamientos","congregation","hangingIndent"
"son más altos que los de ustedes; *","congregation","indent"
"¡más altos que los cielos sobre la tierra!","congregation","indent"
"Así como la lluvia y la nieve","congregation","hangingIndent"
"descienden del cielo, *","congregation","indent"
"y no vuelven allá sin regar antes la tierra","congregation","indent"
"y hacerla fecundar y germinar","congregation","indent"
"para que dé semilla al que siembra","congregation","indent"
"y pan al que come,","congregation","indent"
"así es también la palabra que sale de mi boca: *","congregation","hangingIndent"
"No volverá a mí vacía,","congregation","indent"
"sino que hará lo que yo deseo","congregation","indent"
"y cumplirá con mis propósitos.","congregation","indent"
