"A Deacon or layperson remains kneeling and prays", "rubric"
"Grant, we beseech thee, merciful Lord, to thy faithful people pardon and peace, that we may be cleansed from all our sins, and serve thee with a quiet mind; through Jesus Christ our Lord.", "leader"
"Amen."
