"A Deacon or layperson remains kneeling and prays", "rubric"
"Grant to your faithful people, merciful Lord, pardon and peace; that we may be cleansed from all our sins, and serve you with a quiet mind; through Jesus Christ our Lord.", "leader"
"Amen."
