"Oh Señor Dios, Rey del universo, *","congregation","hangingIndent"
"Dios de Abrahán, de Isaac y de Jacob,","congregation","indent"
"y de todo su justo linaje:","congregation","indent"
"Tú hiciste los cielos y la tierra, *","congregation","hangingIndent"
"con toda su inmensa formación.","congregation","indent"
"Ante tu presencia todas las cosas se estremecen con temor; *","congregation","hangingIndent"
"tiemblan a causa de tu poder.","congregation","indent"
"Sin embargo, tu benigna promesa es inmensurable, *","congregation","hangingIndent"
"y sobrepasa cuanto podemos sondear","congregation","indent"
"Señor, Señor, tu compasión es abundante, *","congregation","hangingIndent"
"paciente y rica en misericordia.","congregation","indent"
"Retienes tu mano; *","congregation","hangingIndent"
"no nos castigas como lo merecemos.","congregation","indent"
"Por tu gran bondad, Señor,","congregation","hangingIndent"
"has prometido el perdón a los pecadores, *","congregation","indent"
"para que se arrepientan de su pecado y sean salvos.","congregation","indent"
"Ahora, Señor, doblo la rodilla de mi corazón, *","congregation","hangingIndent"
"y te apelo a ti, confiado en tu bondad misericordiosa.","congregation","indent"
"He pecado, oh Señor, he pecado, *","congregation","hangingIndent"
"y reconozco a fondo mi iniquidad.","congregation","indent"
"Por tanto, humildemente te imploro: *","congregation","hangingIndent"
"¡Perdóname, Señor perdóname!","congregation","indent"
"No permitas que perezca en mi pecado, *","congregation","hangingIndent"
"ni me condenes a las honduras del abismo.","congregation","indent"
"Pues tú, Señor, eres Dios de los que se arrepienten, *","congregation","hangingIndent"
"y en mí manifestarás tu benevolencia.","congregation","indent"
"Indigno como soy, tú me salvarás,","congregation","hangingIndent"
"de acuerdo con tu piedad inmensa *","congregation","indent"
"y cantaré sin cesar tus alabanzas","congregation","indent"
"todos los días de mi vida.","congregation","indent"
"Todas las potestades celestiales te aclaman, *","congregation","hangingIndent"
"y tuya es la gloria por los siglos de los siglos. Amén.","congregation","indent"
