"The Priest alone stands and says", "rubric"
"全能的上帝，我主耶穌基督的父，不願罪人陷於淪亡，但願罪人轉離惡念，悔改從善，得享永生。上帝曾以權柄賜與牧師，命牧師向悔罪的子民宣諭，赦免他們的罪。上帝必赦免所有真誠悔改、信奉福音的人。所以，我們應當懇求上帝，賜與我們有真誠的悔改，並賜聖靈，使我們現今所行，蒙主喜悅，以後為人純全聖潔，至終可得永遠的喜樂；藉賴我們主耶穌基督而求。","leader"
"阿們。"
