"y cantaban el himno de Moisés, siervo de Dios, y el himno del Cordero: *","congregation","hangingIndent"
"«Grandes y maravillosas son tus obras, Señor Dios Todopoderoso.","congregation","indent"
"Justos y verdaderos son tus caminos, *","congregation","hangingIndent"
"Rey de las naciones. ¿Quién no te temerá, oh Señor? *","congregation","hangingIndent"
"¿Quién no glorificará tu nombre?","congregation","indent"
"Solo tú eres santo. Todas las naciones vendrán y te adorarán, *","congregation","hangingIndent"
"porque han salido a la luz las obras de tu justicia».","congregation","indent"
