"O sing unto the Lord a new song, *", "congregation", "hangingIndent"
"for he hath done marvelous things.", "congregation", "indent"
"With his own right hand, and with his holy arm, *", "congregation", "hangingIndent"
"hath he gotten himself the victory.", "congregation", "indent"
"The Lord declared his salvation; *", "congregation", "hangingIndent"
"his righteousness hath he openly showed in the sight of the heathen.", "congregation", "indent"
"He hath remembered his mercy and truth toward the house of Israel; *", "congregation", "hangingIndent"
"and all the ends of the world have seen the salvation of our God.", "congregation", "indent"
"Show yourselves joyful unto the Lord, all ye lands; *", "congregation", "hangingIndent"
"sing, rejoice, and give thanks.", "congregation", "indent"
"Praise the Lord upon the harp; *", "congregation", "hangingIndent"
"sing with the harp a psalm of thanksgiving.", "congregation", "indent"
"With trumpets also and shawms, *", "congregation", "hangingIndent"
"O show yourselves joyful before the Lord, the King.", "congregation", "indent"
"Let the sea make a noise, and all that therein is, *", "congregation", "hangingIndent"
"the round world, and they that dwell therein.", "congregation", "indent"
"Let the rivers clap their hands, and let the hills be joyful together before the Lord *", "congregation", "hangingIndent"
"for he is come to judge the earth.", "congregation", "indent"
"With righteousness shall he judge the world *", "congregation", "hangingIndent"
"and the people with equity.", "congregation", "indent"
