"Dios Todopoderoso y Padre, te confesamos,"                     ,"congregation","hangingIndent",
"unos a otros, y a toda la compañía del cielo,"             ,"congregation","hangingIndent",
"que hemos pecado contra ti por nuestra propia culpa,"                     ,"congregation","indent"
"en pensamiento, palabra y obra, y en lo que hemos dejado de hacer.","congregation","indent"
"Por amor de tu Hijo nuestro Señor Jesucristo,"                 ,"congregation","hangingIndent",
"ten misericordia de nosotros, perdona nuestros pecados,"                        ,"congregation","indent"
"y por el poder de tu Espíritu Santo,"                           ,"congregation","indent"
"resucítanos para servirte en la nueva vida,"                    ,"congregation","indent"
"para gloria de tu Nombre. Amén."                                ,"congregation","indent"
