"Glory to you, Lord God of our fathers; *"          ,"congregation","hangingIndent"
"you are worthy of praise; glory to you."           ,"congregation","indent"
"Glory to you for the radiance of your holy Name; *","congregation","hangingIndent"
"we will praise you and highly exalt you for ever." ,"congregation","indent"
"Glory to you in the splendor of your temple; *"    ,"congregation","hangingIndent"
"on the throne of your majesty, glory to you."      ,"congregation","indent"
"Glory to you, seated between the Cherubim; *"      ,"congregation","hangingIndent"
"we will praise you and highly exalt you for ever." ,"congregation","indent"
"Glory to you, beholding the depths; *"             ,"congregation","hangingIndent"
"in the high vault of heaven, glory to you."        ,"congregation","indent"
"Glory to you, Father, Son, and Holy Spirit; *"     ,"congregation","hangingIndent"
"we will praise you and highly exalt you for ever." ,"congregation","indent"
