"» ¡Levántate y resplandece, que tu luz ha llegado! *","congregation","hangingIndent"
"¡La gloria del SEÑOR brilla sobre ti!","congregation","indent"
"Mira, las tinieblas cubren la tierra, *","congregation","hangingIndent"
"y una densa oscuridad se cierne sobre los pueblos.","congregation","indent"
"Pero la aurora del SEÑOR brillará sobre ti; *","congregation","hangingIndent"
"¡sobre ti se manifestará su gloria!","congregation","indent"
"Las naciones serán guiadas por tu luz, *","congregation","hangingIndent"
"y los reyes, por tu amanecer esplendoroso.","congregation","indent"
"Tus puertas estarán siempre abiertas, *","congregation","hangingIndent"
"ni de día ni de noche se cerrarán;","congregation","indent"
"te traerán las riquezas de las naciones; *","congregation","hangingIndent"
"ante ti desfilarán sus reyes derrotados.","congregation","indent"
"Ante ti vendrán a inclinarse *","congregation","hangingIndent"
"los hijos de tus opresores;","congregation","indent"
"todos los que te desprecian se postrarán a tus pies, *","congregation","hangingIndent"
"y te llamarán Ciudad del SEÑOR, Sión del Santo de Israel.","congregation","indent"
"Ya no se sabrá de violencia en tu tierra,","congregation","hangingIndent"
"ni de ruina y destrucción en tus fronteras, *","congregation","indent"
"sino que llamarás a tus muros Salvación,","congregation","indent"
"y a tus puertas, Alabanza.","congregation","indent"
"Ya no será el sol tu luz durante el día, *","congregation","hangingIndent"
"ni con su resplandor te alumbrará la luna,","congregation","indent"
"porque el SEÑOR será tu luz eterna; *","congregation","hangingIndent"
"tu Dios será tu gloria.","congregation","indent"
