"«Digno eres, Señor y Dios nuestro, *","congregation","hangingIndent"
"de recibir la gloria, la honra y el poder,","congregation","indent"
"porque tú creaste todas las cosas; *","congregation","hangingIndent"
"por tu voluntad existen","congregation","indent"
"y fueron creadas».","congregation","indent"
"«Digno eres porque fuiste sacrificado, *","congregation","hangingIndent"
"y con tu sangre compraste para Dios","congregation","indent"
"gente de toda raza, lengua, pueblo y nación.","congregation","indent"
"De ellos hiciste un reino; *","congregation","hangingIndent"
"los hiciste sacerdotes al servicio de nuestro Dios,","congregation","indent"
"(Así que), «¡Al que está sentado en el trono y al Cordero, *","congregation","hangingIndent"
"sean la alabanza y la honra, la gloria y el poder,","congregation","indent"
"por los siglos de los siglos!» Amén.","congregation","indent"
