"O Lord and Ruler of the hosts of heaven, *", "congregation", "hangingIndent"
"God of Abraham, Isaac, and Jacob, and of all their righteous offspring:", "congregation", "indent"
"Thou hast made the heavens and the earth, *", "congregation", "hangingIndent"
"with all their vast array.", "congregation", "indent"
"All things quake with fear at thy presence; *", "congregation", "hangingIndent"
"they tremble because of thy power.", "congregation", "indent"
"But thy merciful promise is beyond all measure; *", "congregation", "hangingIndent"
"it surpasseth all that our minds can fathom.", "congregation", "indent"
"O Lord, thou art full of compassion, *", "congregation", "hangingIndent"
"long-suffering, and abounding in mercy.", "congregation", "indent"
"Thou holdest back thy hand; *", "congregation", "hangingIndent"
"thou dost not punish as we deserve.", "congregation", "indent"
"In thy great goodness, Lord, thou hast promised forgiveness to sinners, *", "congregation", "hangingIndent"
"that they may repent of their sin and be saved.", "congregation", "indent"
"And now, O Lord, I bend the knee of my heart, *", "congregation", "hangingIndent"
"and make my appeal, sure of thy gracious goodness.", "congregation", "indent"
"I have sinned, O Lord, I have sinned, *", "congregation", "hangingIndent"
"and I know my wickedness only too well.", "congregation", "indent"
"Therefore I make this prayer unto thee: *", "congregation", "hangingIndent"
"Forgive me, Lord, forgive me.", "congregation", "indent"
"Do not let me perish in my sin, *", "congregation", "hangingIndent"
"nor condemn me to the depths of the earth.", "congregation", "indent"
"For thou, O Lord, art the God of those who repent, *", "congregation", "hangingIndent"
"and in me thou wilt show forth thy goodness.", "congregation", "indent"
"Unworthy as I am, thou wilt save me, in accordance with thy great mercy, *", "congregation", "hangingIndent"
"and I will praise thee without ceasing all the days of my life.", "congregation", "indent"
"For all the powers of heaven sing thy praises, *", "congregation", "hangingIndent"
"and thine is the glory to ages of ages. Amen.", "congregation", "indent"
