"May God be merciful unto us, and bless us, *"                                   ,"congregation","hangingIndent"
"and show us the light of his countenance, and be merciful unto us."             ,"congregation","indent"
"Let your way be known upon earth, *"                                            ,"congregation","hangingIndent"
"your saving health among all nations."                                          ,"congregation","indent"
"Let the peoples praise you, O God; *"                                           ,"congregation","hangingIndent"
"indeed, let all the peoples praise you."                                        ,"congregation","indent"
"O let the nations rejoice and be glad, *"                                       ,"congregation","hangingIndent"
"for you shall judge the peoples righteously, and govern the nations upon earth.","congregation","indent"
"Let the peoples praise you, O God; *"                                           ,"congregation","hangingIndent"
"let all the peoples praise you."                                                ,"congregation","indent"
"Then shall the earth bring forth her increase, *"                               ,"congregation","hangingIndent"
"and God, even our own God, shall give us his blessing."                         ,"congregation","indent"
"God shall bless us, *"                                                          ,"congregation","hangingIndent"
"and all the ends of the world shall fear him."                                  ,"congregation","indent"
