"O sing unto the LORD a new song, *"                                                      ,"congregation","hangingIndent"
"for he has done marvelous things."                                                       ,"congregation","indent"
"With his own right hand, and with his holy arm, *"                                       ,"congregation","hangingIndent"
"he has won for himself the victory."                                                     ,"congregation","indent"
"The LORD declared his salvation; *"                                                      ,"congregation","hangingIndent"
"his righteousness he has openly shown in the sight of the nations."                      ,"congregation","indent"
"He has remembered his mercy and truth toward the house of Israel,*"                      ,"congregation","hangingIndent"
"and all the ends of the world have seen the salvation of our God."                       ,"congregation","indent"
"Show yourselves joyful unto the LORD, all you lands; *"                                  ,"congregation","hangingIndent"
"sing, rejoice, and give thanks."                                                         ,"congregation","indent"
"Praise the LORD with the harp; *"                                                        ,"congregation","hangingIndent"
"sing with the harp a psalm of thanksgiving."                                             ,"congregation","indent"
"With trumpets also and horns, *"                                                         ,"congregation","hangingIndent"
"O show yourselves joyful before the LORD, the King. "                                    ,"congregation","indent"
"Let the sea make a noise, and all that is in it, *"                                      ,"congregation","hangingIndent"
"the round world, and those that dwell therein."                                          ,"congregation","indent"
"Let the rivers clap their hands, and let the hills be joyful together before the LORD, *","congregation","hangingIndent"
"for he has come to judge the earth."                                                     ,"congregation","indent"
"With righteousness shall he judge the world *"                                           ,"congregation","hangingIndent"
"and the peoples with equity."                                                            ,"congregation","indent"
