"Blessed be the Lord God of Israel, *", "congregation", "hangingIndent"
"for he hath visited and redeemed his people;", "congregation", "indent"
"And hath raised up a mighty salvation for us *", "congregation", "hangingIndent"
"in the house of his servant David,", "congregation", "indent"
"As he spake by the mouth of his holy prophets, *", "congregation", "hangingIndent"
"which have been since the world began:", "congregation", "indent"
"That we should be saved from our enemies, *", "congregation", "hangingIndent"
"and from the hand of all that hate us;", "congregation", "indent"
"To perform the mercy promised to our forefathers, *", "congregation", "hangingIndent"
"and to remember his holy covenant;", "congregation", "indent"
"To perform the oath which he sware to our forefather Abraham, ", "congregation", "hangingIndent"
"that he would give us,", "congregation", "indent"
"That we being delivered out of the hand of our enemies *", "congregation", "hangingIndent"
"might serve him without fear,", "congregation", "indent"
"In holiness and righteousness before him, *", "congregation", "hangingIndent"
"all the days of our life.", "congregation", "indent"
"And thou, child, shalt be called the prophet of the Highest, *", "congregation", "hangingIndent"
"for thou shalt go before the face of the Lord to prepare his ways;", "congregation", "indent"
"To give knowledge of salvation unto his people *", "congregation", "hangingIndent"
"for the remission of their sins,", "congregation", "indent"
"Through the tender mercy of our God, *", "congregation", "hangingIndent"
"whereby the dayspring from on high hath visited us;", "congregation", "indent"
"To give light to them that sit in darkness, and in the shadow of death, *", "congregation", "hangingIndent"
"and to guide our feet into the way of peace.", "congregation", "indent"
